               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.068825,            0.076186,            0.021349,             0.44701,             0.37767,             0.36961,             0.20181,            0.065062,             0.10652,            0.026144,           0.0069799,           0.0069799,           0.0069799
                 120,            0.068622,            0.075698,            0.021382,             0.46891,             0.36234,             0.36838,             0.20166,            0.065049,              0.1065,            0.026161,           0.0069353,           0.0069353,           0.0069353
                 121,            0.068565,            0.075574,            0.021396,              0.4569,             0.37065,             0.36887,             0.20142,            0.065037,             0.10648,            0.026155,           0.0068906,           0.0068906,           0.0068906
                 122,            0.068815,             0.07633,            0.021241,             0.45091,             0.37516,              0.3696,             0.20177,            0.065022,             0.10649,            0.026152,           0.0068457,           0.0068457,           0.0068457
                 123,            0.068718,            0.076373,            0.021117,             0.48325,             0.35947,             0.36994,             0.20223,            0.065008,             0.10645,             0.02613,           0.0068006,           0.0068006,           0.0068006
                 124,            0.068276,            0.075326,             0.02111,             0.48066,             0.36114,             0.37077,             0.20266,            0.064993,             0.10644,            0.026129,           0.0067555,           0.0067555,           0.0067555
                 125,            0.068319,            0.074955,            0.021218,             0.46778,             0.36885,             0.37133,             0.20331,            0.064968,             0.10642,            0.026113,           0.0067101,           0.0067101,           0.0067101
                 126,            0.068604,            0.075438,            0.021068,             0.47492,             0.36612,             0.37117,             0.20336,            0.064954,             0.10641,              0.0261,           0.0066647,           0.0066647,           0.0066647
                 127,            0.068931,            0.076544,            0.021062,             0.47074,             0.36807,             0.37212,             0.20345,            0.064948,              0.1064,            0.026086,           0.0066191,           0.0066191,           0.0066191
                 128,            0.068523,            0.076234,            0.021102,             0.47484,             0.36499,              0.3727,             0.20385,            0.064933,             0.10639,             0.02607,           0.0065734,           0.0065734,           0.0065734
                 129,             0.06832,             0.07696,            0.020924,              0.4601,             0.37399,             0.37297,             0.20425,            0.064916,             0.10635,            0.026066,           0.0065276,           0.0065276,           0.0065276
                 130,             0.06841,            0.074696,            0.021051,             0.46043,             0.37301,             0.37364,              0.2044,              0.0649,             0.10634,            0.026042,           0.0064816,           0.0064816,           0.0064816
                 131,            0.068549,            0.074877,            0.020968,             0.50149,             0.35235,             0.37401,              0.2047,            0.064888,             0.10632,            0.026036,           0.0064356,           0.0064356,           0.0064356
                 132,            0.068327,            0.075001,            0.020905,             0.48706,             0.35928,             0.37389,             0.20481,            0.064882,             0.10632,            0.026032,           0.0063895,           0.0063895,           0.0063895
                 133,            0.068431,            0.075129,            0.020929,             0.45189,             0.37894,             0.37446,             0.20502,            0.064867,             0.10632,            0.026027,           0.0063432,           0.0063432,           0.0063432
                 134,            0.068396,            0.074798,            0.020831,              0.4643,             0.37248,             0.37465,             0.20519,            0.064852,             0.10632,            0.026016,           0.0062969,           0.0062969,           0.0062969
                 135,            0.068634,            0.076084,            0.020817,             0.43445,             0.39241,             0.37444,             0.20534,            0.064843,             0.10634,             0.02602,           0.0062505,           0.0062505,           0.0062505
                 136,            0.068121,            0.074116,            0.020836,             0.48971,             0.36095,             0.37497,             0.20543,            0.064832,             0.10632,             0.02602,            0.006204,            0.006204,            0.006204
                 137,            0.067724,            0.074184,            0.020615,             0.48626,             0.36248,             0.37531,              0.2058,            0.064816,             0.10632,            0.026013,           0.0061574,           0.0061574,           0.0061574
                 138,            0.068075,             0.07488,            0.020649,             0.46579,             0.37298,             0.37528,             0.20583,            0.064808,              0.1063,            0.026011,           0.0061107,           0.0061107,           0.0061107
                 139,            0.067825,            0.074326,            0.020742,             0.47158,             0.36968,             0.37512,             0.20604,            0.064801,             0.10629,            0.026015,            0.006064,            0.006064,            0.006064
                 140,             0.06816,            0.074962,            0.020905,             0.46961,             0.37064,             0.37554,              0.2062,             0.06479,              0.1063,            0.026007,           0.0060172,           0.0060172,           0.0060172
                 141,            0.067999,            0.073794,            0.020698,             0.47651,             0.36698,             0.37558,             0.20637,             0.06478,              0.1063,            0.026002,           0.0059704,           0.0059704,           0.0059704
                 142,            0.067743,            0.074643,            0.020742,             0.47493,             0.36883,              0.3758,             0.20695,            0.064768,             0.10629,            0.026001,           0.0059235,           0.0059235,           0.0059235
                 143,            0.067953,            0.074837,            0.020636,             0.47122,             0.37094,             0.37587,              0.2069,            0.064758,             0.10628,            0.025989,           0.0058766,           0.0058766,           0.0058766
                 144,             0.06794,            0.075782,            0.020637,             0.50852,             0.35324,             0.37611,             0.20722,            0.064749,             0.10627,            0.025985,           0.0058296,           0.0058296,           0.0058296
                 145,            0.068084,            0.074805,            0.020781,             0.49976,              0.3567,             0.37578,             0.20679,            0.064738,             0.10626,             0.02598,           0.0057826,           0.0057826,           0.0057826
                 146,            0.068023,            0.074578,            0.020501,             0.49151,             0.36034,             0.37621,             0.20718,            0.064728,             0.10626,            0.025967,           0.0057355,           0.0057355,           0.0057355
                 147,            0.067869,            0.075043,            0.020475,             0.49172,             0.36015,             0.37627,             0.20718,            0.064718,             0.10624,            0.025964,           0.0056884,           0.0056884,           0.0056884
                 148,            0.068055,            0.075106,            0.020532,             0.49123,             0.36065,             0.37611,             0.20734,            0.064712,             0.10625,            0.025954,           0.0056413,           0.0056413,           0.0056413
                 149,             0.06827,            0.074419,            0.020564,             0.45993,             0.37708,             0.37673,             0.20754,            0.064703,             0.10624,            0.025945,           0.0055942,           0.0055942,           0.0055942
                 150,            0.068024,            0.074883,            0.020322,             0.46303,             0.37494,             0.37626,              0.2074,            0.064695,             0.10623,            0.025941,           0.0055471,           0.0055471,           0.0055471
                 151,            0.067833,            0.074578,            0.020476,             0.46348,              0.3756,             0.37635,             0.20721,            0.064689,             0.10622,            0.025934,              0.0055,              0.0055,              0.0055
                 152,            0.067931,             0.07463,            0.020529,             0.46739,              0.3738,             0.37676,             0.20761,            0.064682,             0.10622,            0.025924,           0.0054529,           0.0054529,           0.0054529
                 153,             0.06784,            0.075515,            0.020268,             0.49003,             0.36179,              0.3768,             0.20759,            0.064677,             0.10621,            0.025917,           0.0054058,           0.0054058,           0.0054058
                 154,            0.067902,            0.074116,             0.02028,             0.47556,             0.36934,             0.37692,             0.20765,            0.064669,             0.10621,            0.025912,           0.0053587,           0.0053587,           0.0053587
                 155,            0.067536,            0.073146,            0.020439,              0.4723,             0.37188,             0.37743,             0.20741,            0.064663,              0.1062,            0.025906,           0.0053116,           0.0053116,           0.0053116
